Index,Description
1972,This is a T1 weighted image of a brain with a tumor.
1973,This is a T2 weighted image of a brain with a tumor.
1974,This is a T1 weighted image of a brain with a meningioma tumor.
1975,This is a T2 weighted image of a brain with a meningioma tumor.
1976,This is a T2 weighted image of a brain with a tumor.
1977,This is a T1 weighted image of a brain with a tumor.
1978,This is a T2 weighted image of a brain with a glioma tumor.
1979,This is a T2 weighted image of a brain with a glioma tumor.
1980,This is a T1 weighted image of a brain with a glioma tumor.
1981,This is a T1 weighted image of a brain with a tumor.
1982,This is a T2 weighted image of a brain with a glioma tumor.
1983,This is a T2 weighted image of a brain with a tumor.
1984,This is a T2 weighted image of a brain with a tumor.
1985,This is a T2 weighted image of a brain with a meningioma tumor.
1986,This is a T2 weighted image of a brain with a tumor.
1987,This is a T2 weighted image of a brain with a meningioma tumor.
1988,This is a T2 weighted image of a brain with a meningioma tumor.
1989,This is a T2 weighted image of a brain with a tumor.
1990,This is a T2 weighted image of a brain with a glioma tumor.
1991,This is a T2 weighted image of a brain with a meningioma tumor.
1992,This is a T2 weighted image of a brain with a tumor.
1993,This is a T2 weighted image of a brain with a tumor.
1994,This is a T2 weighted image of a brain with a tumor.
1995,This is a T2 weighted image of a brain with a glioma tumor.
1996,This is a T1 weighted image of a brain with a tumor.
1997,This is a T2 weighted image of a brain with a glioma tumor.
1998,This is a T1 weighted image of a brain with a glioma tumor.
1999,This is a T2 weighted image of a brain with a pituitary tumor.
2000,This is a T2 weighted image of a brain with a meningioma tumor.
2001,This is a T2 weighted image of a brain with a glioma tumor.
2002,This is a T2 weighted image of a brain with a meningioma tumor.
2003,This is a T2 weighted image of a brain with a tumor.
2004,This is a T2 weighted image of a brain with a meningioma tumor.
2005,This is a T1 weighted image of a brain with a glioma tumor.
2006,This is a T2 weighted image of a brain with a tumor.
2007,This is a T1 weighted image of a brain with a meningioma tumor.
2008,This is a T2 weighted image of a brain with glioma tumor.
2009,This is a T2 weighted image of a brain with a glioma tumor.
2010,This is a T2 weighted image of a brain with a tumor.
2011,This is a T2 weighted image of a brain with a tumor.
2012,This is a T2 weighted image of a brain with glioblastoma multiforme tumor.
2013,This is a T1 weighted image of a brain with a tumor.
2014,This is a T2 weighted image of a brain with a glioma tumor.
2015,This is a T1 weighted image of a brain with a tumor.
2016,This is a T1 weighted image of a brain with a tumor.
2017,This is a T2 weighted image of a brain with a glioma tumor.
2018,This is a T1 weighted image of a brain with a tumor.
2019,This is a T1 weighted image of a brain with a tumor.
2020,This is a T1 weighted image of a brain with a tumor.
2021,This is a T2 weighted image of a brain with a glioma tumor.
2022,This is a T1 weighted image of a brain with a tumor.
2023,This is a T2 weighted image of a brain with a tumor.
2024,This is a T1 weighted image of a brain with a tumor.
2025,This is a T1 weighted image of a brain with a tumor.
2026,This is a T1 weighted image of a brain with a tumor.
2027,This is a T2 weighted image of a brain with a meningioma tumor.
2028,This is a T2 weighted image of a brain with a tumor.
2029,This is a T1 weighted image of a brain with a tumor.
2030,This is a T1 weighted image of a brain with a tumor.
2031,This is a T1 weighted image of a brain with a glioma tumor.
2032,This is a T2 weighted image of a brain with a glioma tumor.
2033,This is a T1 weighted image of a brain with a tumor.
2034,This is a T1 weighted image of a brain with a tumor.
2035,This is a T2 weighted image of a brain with a tumor.
2036,This is a T2 weighted image of a brain with a tumor.
2037,This is a T1 weighted image of a brain with a tumor.
2038,This is a T1 weighted image of a brain with a tumor.
2039,This is a T1 weighted image of a brain with a meningioma tumor.
2040,This is a T2 weighted image of a brain with a meningioma tumor.
2041,This is a T1 weighted image of a brain with a tumor.
2042,This is a T2 weighted image of a brain with a tumor.
2043,This is a T2 weighted image of a brain with a meningioma tumor.
2044,This is a T2 weighted image of a brain with a meningioma tumor.
2045,This is a T2 weighted image of a brain with a glioma tumor.
2046,This is a T2 weighted image of a brain with a glioma tumor.
2047,This is a T2 weighted image of a brain with a meningioma tumor.
2048,This is a T2 weighted image of a brain with a tumor.
2049,This is a T2 weighted image of a brain with a cystic lesion.
2050,This is a T2 weighted image of a brain with a cystic tumor.
2051,This is a T2 weighted image of a brain with a meningioma tumor.
2052,This is a T2 weighted image of a brain with a meningioma tumor.
2053,This is a T1 weighted image of a brain with a tumor.
2054,This is a T2 weighted image of a brain with a tumor.
2055,This is a T2 weighted image of a brain with a meningioma tumor.
2056,This is a T2 weighted image of a brain with a cystic tumor.
2057,This is a T2 weighted image of a brain with a meningioma tumor.
2058,This is a T2 weighted image of a brain with a meningioma tumor.
2059,This is a T2 weighted image of a brain with a cystic tumor.
2060,This is a T2 weighted image of a brain with a tumor.
2061,This is a T2 weighted image of a brain with a pituitary tumor.
2062,This is a T2 weighted image of a brain with a tumor.
2063,This is a T2 weighted image of a brain with a tumor.
2064,This is a T1 weighted image of a brain with a tumor.
2065,This is a T2 weighted image of a brain with a tumor.
2066,This is a T2 weighted image of a brain with a meningioma tumor.
2067,This is a T1 weighted image of a brain with a tumor.
2068,This is a T1 weighted image of a brain with a tumor.
2069,This is a T1 weighted image of a brain with a tumor.
2070,This is a T1 weighted image of a brain with a tumor.
2071,This is a T2 weighted image of a brain with a meningioma tumor.
2072,This is a T2 weighted image of a brain with a meningioma tumor.
2073,This is a T2 weighted image of a brain with a glioma tumor.
2074,This is a T2 weighted image of a brain with a glioma tumor.
2075,This is a T2 weighted image of a brain with a meningioma tumor.
2076,This is a T1 weighted image of a brain with a tumor.
2077,This is a T2 weighted image of a brain with a meningioma tumor.
2078,This is a T1 weighted image of a brain with a pituitary tumor.
2079,This is a T2 weighted image of a brain with a meningioma tumor.
2080,This is a T2 weighted image of a brain with a glioma tumor.
2081,This is a T2 weighted image of a brain with a meningioma tumor.
2082,This is a T1 weighted image of a brain with a pituitary tumor.
2083,This is a T2 weighted image of a brain with a meningioma tumor.
2084,This is a T2 weighted image of a brain with a tumor.
2085,This is a T2 weighted image of a brain with a cystic tumor.
2086,This is a T2 weighted image of a brain with a meningioma tumor.
2087,This is a T1 weighted image of a brain with a tumor.
2088,This is a T2 weighted image of a brain with a meningioma tumor.
2089,This is a T2 weighted image of a brain with a tumor.
2090,This is a T2 weighted image of a brain with a tumor.
2091,This is a T1 weighted image of a brain with a tumor.
2092,This is a T1 weighted image of a brain with a tumor.
2093,This is a T1 weighted image of a brain with a tumor.
2094,This is a T1 weighted image of a brain with a tumor.
2095,This is a T1 weighted image of a brain with a tumor.
2096,This is a T1 weighted image of a brain with a tumor.
2097,This is a T1 weighted image of a brain with a tumor.
2098,This is a T1 weighted image of a brain with a meningioma tumor.
2099,This is a T2 weighted image of a brain with a glioma tumor.
2100,This is a T1 weighted image of a brain with a glioma tumor.
2101,This is a T1 weighted image of a brain with a tumor.
2102,This is a T2 weighted image of a brain with a tumor.
2103,This is a T2 weighted image of a brain with a tumor.
2104,This is a T2 weighted image of a brain with a tumor.
2105,This is a T2 weighted image of a brain with a meningioma tumor.
2106,This is a T2 weighted image of a brain with a tumor.
2107,This is a T2 weighted image of a brain with a tumor.
2108,This is a T2 weighted image of a brain with a tumor.
2109,This is a T2 weighted image of a brain with a tumor.
2110,This is a T2 weighted image of a brain with a meningioma tumor.
2111,This is a T2 weighted image of a brain with a tumor.
2112,This is a T2 weighted image of a brain with a tumor.
2113,This is a T2 weighted image of a brain with a tumor.
2114,This is a T2 weighted image of a brain with a tumor.
2115,This is a T1 weighted image of a brain with a tumor.
2116,This is a T2 weighted image of a brain with a tumor.
2117,This is a T1 weighted image of a brain with a tumor.
2118,This is a T1 weighted image of a brain with a tumor.
2119,This is a T1 weighted image of a brain with a tumor.
2120,This is a T1 weighted image of a brain with a tumor.
2121,This is a T2 weighted image of a brain with a meningioma tumor.
2122,This is a T1 weighted image of a brain with a tumor.
2123,This is a T1 weighted image of a brain with a tumor.
2124,This is a T1 weighted image of a brain with glioblastoma multiforme tumor.
2125,This is a T1 weighted image of a brain with a tumor.
2126,This is a T1 weighted image of a brain with a tumor.
2127,This is a T1 weighted image of a brain with a tumor.
2128,This is a T1 weighted image of a brain with a tumor.
2129,This is a T1 weighted image of a brain with a meningioma tumor.
2130,This is a T1 weighted image of a brain with a tumor.
2131,This is a T2 weighted image of a brain with a tumor.
2132,This is a T2 weighted image of a brain with a cystic tumor.
2133,This is a T2 weighted image of a brain with a tumor.
2134,This is a T2 weighted image of a brain with a tumor.
2135,This is a T2 weighted image of a brain with a tumor.
2136,This is a T1 weighted image of a brain with a tumor.
2137,This is a T2 weighted image of a brain with a tumor.
2138,This is a T1 weighted image of a brain with a tumor.
2139,This is a T1 weighted image of a brain with a tumor.
