Index,Description
1724,This is a T2 weighted image of a brain with a tumor. It is located in the cerebellum.
1725,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1726,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1727,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1728,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1729,This is a T2 weighted image of a brain with a tumor. It is located in the cerebellum.
1730,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1731,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1732,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1733,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1734,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1735,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1736,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1737,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1738,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1739,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1740,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1741,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1742,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1743,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1744,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1745,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1746,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1747,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1748,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1749,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1750,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1751,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1752,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1753,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1754,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1755,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1756,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1757,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1758,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1759,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1760,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1761,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1762,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1763,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1764,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1765,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1766,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1767,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1768,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1769,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1770,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1771,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1772,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1773,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1774,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1775,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1776,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1777,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1778,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1779,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1780,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1781,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1782,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1783,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1784,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1785,This is a T1 weighted image of a brain with a tumor. It is located in the frontal lobe.
1786,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1787,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1788,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1789,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1790,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1791,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1792,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1793,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1794,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1795,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1796,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1797,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1798,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1799,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1800,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1801,This is a T2 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1802,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1803,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1804,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1805,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1806,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
1807,This is a T1 weighted image of a brain with a tumor. It is located in the left frontal lobe.
